Age,Attrition,Department,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
37,No,Research & Development,Medical,403,2,Male,1,Research Scientist,4,Married,2326,Yes,2,4
42,No,Sales,Marketing,404,3,Female,4,Sales Executive,2,Married,13525,No,4,20
18,Yes,Research & Development,Life Sciences,405,3,Male,1,Laboratory Technician,3,Single,1420,No,3,0
35,No,Sales,Marketing,406,3,Male,3,Sales Executive,2,Married,8020,No,2,11
36,No,Research & Development,Life Sciences,407,3,Male,1,Laboratory Technician,4,Married,3688,No,3,1
51,No,Research & Development,Medical,408,4,Male,2,Manufacturing Director,2,Divorced,5482,No,3,4
41,No,Sales,Life Sciences,410,4,Male,4,Manager,2,Single,16015,No,3,22
18,No,Sales,Medical,411,4,Female,1,Sales Representative,3,Single,1200,No,3,0
28,No,Research & Development,Medical,412,2,Male,2,Healthcare Representative,1,Single,5661,No,3,8
31,No,Sales,Technical Degree,416,2,Male,2,Sales Executive,4,Married,6929,No,2,8
39,No,Research & Development,Medical,417,3,Male,3,Healthcare Representative,4,Divorced,9613,No,2,18
36,No,Research & Development,Life Sciences,419,2,Female,2,Laboratory Technician,2,Married,5674,No,3,9
32,No,Sales,Life Sciences,420,4,Male,2,Sales Executive,3,Married,5484,No,2,13
38,No,Research & Development,Life Sciences,421,1,Female,3,Research Director,2,Married,12061,No,3,10
58,No,Research & Development,Life Sciences,422,4,Male,2,Healthcare Representative,3,Divorced,5660,Yes,3,5
31,No,Research & Development,Technical Degree,423,3,Male,1,Research Scientist,4,Married,4821,Yes,3,5
31,No,Human Resources,Human Resources,424,1,Male,2,Human Resources,1,Married,6410,No,3,2
45,No,Research & Development,Life Sciences,425,1,Male,3,Laboratory Technician,1,Divorced,5210,No,3,24
31,No,Research & Development,Life Sciences,426,3,Male,1,Research Scientist,4,Divorced,2695,Yes,1,2
33,No,Research & Development,Life Sciences,428,4,Female,3,Manager,2,Married,11878,No,3,10
39,No,Research & Development,Medical,429,3,Male,4,Manager,1,Married,17068,Yes,3,21
43,No,Research & Development,Life Sciences,430,3,Female,1,Laboratory Technician,4,Single,2455,No,3,8
49,No,Research & Development,Technical Degree,431,3,Female,4,Healthcare Representative,3,Single,13964,Yes,3,7
52,Yes,Research & Development,Medical,433,3,Male,2,Research Scientist,2,Married,4941,No,2,8
27,No,Research & Development,Life Sciences,434,3,Female,1,Research Scientist,2,Single,2478,Yes,2,4
32,No,Sales,Technical Degree,436,3,Female,2,Sales Executive,2,Married,5228,Yes,3,13
27,No,Sales,Life Sciences,437,4,Male,2,Sales Executive,3,Single,4478,Yes,3,5
31,No,Sales,Marketing,438,4,Male,2,Sales Executive,4,Divorced,7547,No,3,7
32,No,Research & Development,Medical,439,1,Female,2,Research Scientist,4,Single,5055,No,2,7
28,Yes,Research & Development,Medical,440,1,Male,1,Research Scientist,4,Married,3464,Yes,2,3
30,No,Research & Development,Medical,441,4,Female,2,Research Scientist,4,Married,5775,No,3,10
31,No,Research & Development,Life Sciences,442,3,Female,3,Manufacturing Director,3,Married,8943,No,3,10
39,No,Research & Development,Medical,444,3,Male,5,Manager,4,Married,19272,No,3,21
39,Yes,Sales,Medical,445,4,Female,2,Sales Executive,3,Married,5238,Yes,2,1
33,No,Sales,Marketing,446,2,Male,2,Sales Executive,4,Single,4682,No,2,7
47,No,Research & Development,Life Sciences,447,4,Male,5,Research Director,3,Married,18300,No,3,3
43,No,Research & Development,Life Sciences,448,3,Female,2,Laboratory Technician,3,Divorced,5257,No,4,9
27,No,Sales,Marketing,449,3,Male,2,Sales Executive,2,Married,6349,Yes,3,5
54,No,Research & Development,Life Sciences,450,4,Female,2,Research Scientist,3,Single,4869,No,2,4
43,No,Research & Development,Life Sciences,451,3,Female,3,Healthcare Representative,1,Married,9985,No,2,1
45,No,Research & Development,Other,452,4,Male,2,Research Scientist,4,Married,3697,No,3,10
40,No,Sales,Medical,453,2,Male,2,Sales Executive,4,Married,7457,Yes,2,4
29,Yes,Research & Development,Other,454,2,Male,1,Laboratory Technician,1,Married,2119,Yes,2,7
29,No,Research & Development,Other,455,2,Male,1,Laboratory Technician,4,Single,3983,No,3,3
30,No,Sales,Marketing,456,4,Female,2,Sales Executive,3,Divorced,6118,No,3,10
27,No,Sales,Marketing,458,2,Female,2,Sales Executive,2,Married,6214,No,3,8
37,No,Research & Development,Medical,460,4,Male,2,Manufacturing Director,4,Divorced,6347,No,2,6
38,No,Research & Development,Life Sciences,461,3,Male,3,Research Director,4,Divorced,11510,Yes,3,11
31,No,Research & Development,Medical,462,3,Female,3,Manufacturing Director,4,Single,7143,Yes,2,11
29,No,Sales,Marketing,463,4,Female,2,Sales Executive,2,Divorced,8268,Yes,3,7
35,No,Research & Development,Technical Degree,464,3,Male,3,Manufacturing Director,2,Single,8095,No,3,16
23,No,Research & Development,Life Sciences,465,3,Male,1,Research Scientist,4,Divorced,2904,No,2,4
41,No,Research & Development,Medical,466,4,Male,2,Manufacturing Director,2,Single,6032,Yes,3,5
47,No,Sales,Medical,467,2,Male,2,Sales Representative,3,Single,2976,No,3,0
42,No,Research & Development,Life Sciences,468,1,Female,4,Research Director,4,Single,15992,No,3,1
29,No,Sales,Life Sciences,469,4,Male,2,Sales Executive,3,Married,4649,No,2,4
42,No,Human Resources,Technical Degree,470,3,Male,1,Human Resources,3,Divorced,2696,Yes,3,3
32,No,Research & Development,Medical,471,3,Female,1,Laboratory Technician,2,Married,2370,No,3,8
48,No,Sales,Medical,473,1,Female,3,Manager,3,Married,12504,No,1,0
37,No,Research & Development,Medical,474,3,Male,2,Research Scientist,1,Divorced,5974,Yes,3,7
30,No,Sales,Technical Degree,475,4,Female,2,Sales Executive,3,Married,4736,Yes,4,2
26,No,Sales,Life Sciences,476,3,Male,2,Sales Executive,3,Married,5296,No,3,8
42,No,Research & Development,Other,477,1,Male,2,Healthcare Representative,4,Single,6781,No,3,1
21,Yes,Sales,Technical Degree,478,1,Female,1,Sales Representative,2,Single,2174,Yes,3,3
36,No,Sales,Medical,479,4,Female,2,Sales Executive,4,Single,6653,No,3,1
36,No,Sales,Medical,481,1,Male,3,Sales Executive,4,Married,9699,No,3,13
57,No,Research & Development,Medical,482,4,Male,2,Healthcare Representative,3,Married,6755,No,3,3
40,No,Research & Development,Life Sciences,483,4,Female,1,Laboratory Technician,3,Married,2213,Yes,3,7
21,No,Sales,Medical,484,1,Male,1,Sales Representative,4,Single,2610,No,2,3
33,Yes,Sales,Marketing,485,4,Female,1,Sales Representative,3,Single,2851,Yes,3,1
37,No,Research & Development,Medical,486,3,Female,1,Laboratory Technician,1,Married,3452,No,3,5
46,No,Research & Development,Medical,487,3,Female,2,Manufacturing Director,3,Married,5258,No,4,1
41,Yes,Sales,Marketing,488,1,Male,2,Sales Executive,2,Single,9355,No,3,8
50,No,Research & Development,Technical Degree,491,4,Male,3,Healthcare Representative,4,Single,10496,No,3,4
40,Yes,Sales,Marketing,492,3,Male,2,Sales Executive,3,Married,6380,Yes,3,6
31,No,Research & Development,Life Sciences,493,3,Male,1,Research Scientist,2,Single,2657,Yes,3,2
21,Yes,Sales,Life Sciences,494,3,Female,1,Sales Representative,2,Single,2716,No,3,1
29,No,Research & Development,Life Sciences,495,4,Male,1,Research Scientist,4,Single,2201,No,3,3
35,No,Research & Development,Life Sciences,496,3,Male,2,Healthcare Representative,2,Single,6540,No,3,1
27,No,Research & Development,Medical,497,4,Male,1,Laboratory Technician,2,Divorced,3816,No,3,5
28,No,Sales,Life Sciences,498,2,Male,2,Sales Executive,4,Single,5253,No,3,7
49,No,Research & Development,Other,499,2,Male,3,Healthcare Representative,3,Single,10965,No,3,5
51,No,Sales,Life Sciences,500,3,Female,2,Sales Executive,4,Married,4936,No,2,7
36,No,Research & Development,Life Sciences,501,4,Female,1,Research Scientist,3,Married,2543,No,3,2
34,Yes,Sales,Marketing,502,1,Male,2,Sales Executive,4,Single,5304,Yes,2,5
55,No,Research & Development,Life Sciences,505,3,Female,4,Manager,4,Single,16659,Yes,3,5
24,No,Sales,Marketing,507,4,Female,2,Sales Executive,3,Divorced,4260,Yes,4,5
30,No,Sales,Technical Degree,508,3,Male,1,Sales Representative,2,Married,2476,No,3,1
26,Yes,Research & Development,Technical Degree,510,3,Male,1,Research Scientist,1,Single,3102,No,3,6
22,No,Research & Development,Medical,511,1,Female,1,Research Scientist,2,Married,2244,No,3,2
36,No,Sales,Medical,513,2,Male,3,Sales Executive,3,Married,7596,No,3,10
30,Yes,Research & Development,Technical Degree,514,3,Male,1,Research Scientist,4,Single,2285,Yes,3,1
37,No,Research & Development,Life Sciences,515,4,Female,1,Laboratory Technician,1,Divorced,3034,No,2,18
40,No,Sales,Marketing,516,4,Female,2,Sales Executive,2,Divorced,5715,No,3,5
42,No,Research & Development,Life Sciences,517,2,Female,1,Laboratory Technician,1,Divorced,2576,No,3,5
37,No,Research & Development,Life Sciences,518,3,Male,2,Manufacturing Director,2,Single,4197,Yes,2,1
43,No,Research & Development,Life Sciences,520,1,Male,4,Research Director,2,Divorced,14336,No,3,25
40,No,Research & Development,Medical,521,2,Female,2,Laboratory Technician,3,Married,3448,No,3,1
54,No,Research & Development,Medical,522,1,Male,5,Research Director,1,Married,19406,No,2,4
34,No,Sales,Marketing,523,3,Female,2,Sales Executive,3,Married,6538,No,3,3
31,No,Research & Development,Medical,524,2,Female,2,Manufacturing Director,1,Married,4306,No,1,13
43,No,Research & Development,Medical,525,4,Male,1,Laboratory Technician,4,Married,2258,No,3,3
43,No,Research & Development,Other,526,3,Female,2,Healthcare Representative,3,Divorced,4522,Yes,3,5
25,No,Sales,Life Sciences,527,2,Female,2,Sales Executive,4,Single,4487,Yes,3,5
37,No,Research & Development,Medical,529,2,Female,2,Research Scientist,3,Married,4449,Yes,3,13
31,No,Research & Development,Life Sciences,530,4,Male,1,Laboratory Technician,1,Married,2218,No,3,4
39,No,Research & Development,Life Sciences,531,2,Male,5,Manager,3,Divorced,19197,Yes,3,21
56,No,Sales,Life Sciences,532,3,Female,4,Sales Executive,1,Married,13212,No,2,7
30,No,Sales,Technical Degree,533,2,Female,2,Sales Executive,3,Single,6577,No,3,5
41,No,Sales,Marketing,534,2,Male,3,Sales Executive,1,Married,8392,No,3,10
28,No,Research & Development,Medical,536,3,Male,2,Laboratory Technician,1,Divorced,4558,No,3,10
25,Yes,Research & Development,Medical,538,1,Male,1,Laboratory Technician,1,Married,4031,No,3,2
52,No,Research & Development,Medical,543,4,Male,3,Manufacturing Director,3,Married,7969,Yes,3,5
45,No,Research & Development,Life Sciences,544,1,Male,1,Research Scientist,4,Married,2654,No,2,2
52,No,Research & Development,Life Sciences,546,4,Female,4,Manager,4,Married,16555,No,1,5
42,No,Research & Development,Life Sciences,547,1,Female,2,Research Scientist,3,Divorced,4556,No,3,5
30,No,Research & Development,Life Sciences,548,3,Female,2,Manufacturing Director,4,Single,6091,No,3,5
60,No,Research & Development,Life Sciences,549,1,Female,5,Manager,1,Married,19566,No,1,29
46,No,Research & Development,Medical,550,3,Female,2,Manufacturing Director,3,Divorced,4810,No,2,10
42,No,Research & Development,Technical Degree,551,4,Female,2,Healthcare Representative,4,Married,4523,No,4,6
24,Yes,Sales,Technical Degree,554,1,Female,1,Sales Representative,2,Single,3202,Yes,3,5
34,Yes,Sales,Marketing,555,4,Female,1,Sales Representative,3,Divorced,2351,No,2,2
38,No,Research & Development,Life Sciences,556,4,Male,1,Laboratory Technician,4,Married,1702,Yes,3,1
40,No,Sales,Life Sciences,558,3,Female,5,Manager,3,Married,18041,No,3,20
26,No,Research & Development,Life Sciences,560,1,Female,1,Research Scientist,4,Divorced,2886,No,1,3
30,No,Research & Development,Life Sciences,562,3,Male,1,Laboratory Technician,4,Married,2097,No,1,5
29,No,Research & Development,Medical,564,2,Male,3,Research Director,3,Married,11935,No,3,10
29,Yes,Research & Development,Technical Degree,565,3,Female,1,Research Scientist,2,Married,2546,No,4,2
19,Yes,Human Resources,Technical Degree,566,1,Male,1,Human Resources,4,Single,2564,No,4,1
30,No,Sales,Other,567,3,Female,3,Sales Executive,1,Married,8412,No,3,9
57,No,Sales,Marketing,568,1,Male,4,Manager,4,Divorced,14118,No,2,1
50,No,Research & Development,Life Sciences,569,2,Male,4,Manager,3,Married,17046,No,3,27
30,No,Research & Development,Medical,571,3,Female,1,Laboratory Technician,4,Single,2564,No,2,11
60,No,Sales,Marketing,573,3,Female,3,Sales Executive,1,Married,10266,No,4,18
47,No,Research & Development,Medical,574,1,Female,2,Manufacturing Director,4,Divorced,5070,No,3,5
46,No,Research & Development,Life Sciences,575,1,Male,4,Research Director,3,Married,17861,No,1,3
35,No,Research & Development,Life Sciences,577,4,Male,1,Laboratory Technician,3,Single,4230,No,3,5
54,No,Research & Development,Life Sciences,578,3,Female,2,Laboratory Technician,3,Single,3780,No,3,1
34,No,Research & Development,Life Sciences,579,4,Male,1,Research Scientist,3,Divorced,2768,No,3,7
46,No,Sales,Marketing,580,3,Female,3,Sales Executive,4,Married,9071,Yes,3,3
31,No,Research & Development,Life Sciences,581,3,Male,3,Manufacturing Director,2,Divorced,10648,No,4,13
33,Yes,Research & Development,Medical,582,2,Male,3,Manager,3,Married,13610,Yes,4,7
33,Yes,Research & Development,Medical,584,1,Male,1,Laboratory Technician,4,Divorced,3408,No,3,4
30,No,Sales,Marketing,585,4,Male,1,Sales Representative,2,Single,2983,No,3,3
35,No,Research & Development,Life Sciences,586,4,Male,3,Healthcare Representative,3,Married,7632,Yes,3,8
31,Yes,Research & Development,Life Sciences,587,1,Male,3,Healthcare Representative,3,Married,9824,No,3,1
34,Yes,Human Resources,Human Resources,590,2,Female,3,Human Resources,1,Divorced,9950,Yes,3,3
42,No,Research & Development,Other,591,2,Male,1,Laboratory Technician,3,Married,2093,No,3,2
36,No,Sales,Medical,592,2,Male,3,Sales Executive,4,Single,9980,No,2,10
22,Yes,Research & Development,Technical Degree,593,3,Male,1,Laboratory Technician,3,Single,3894,No,3,2
48,No,Sales,Marketing,595,2,Female,2,Sales Executive,4,Married,4051,No,3,9
55,No,Sales,Life Sciences,597,1,Female,4,Manager,2,Single,16835,No,3,10
41,No,Sales,Life Sciences,599,4,Male,2,Sales Executive,4,Single,6230,No,3,14
35,No,Sales,Marketing,600,2,Male,2,Sales Executive,3,Married,4717,No,3,11
40,No,Research & Development,Life Sciences,601,2,Female,4,Manufacturing Director,3,Single,13237,No,3,20
39,No,Research & Development,Life Sciences,602,3,Female,1,Laboratory Technician,3,Married,3755,No,3,8
31,No,Sales,Life Sciences,604,2,Male,2,Sales Executive,4,Single,6582,Yes,4,6
42,No,Research & Development,Medical,605,4,Male,3,Manufacturing Director,1,Married,7406,Yes,2,10
45,No,Sales,Other,606,4,Male,2,Sales Executive,2,Married,4805,No,4,8
26,Yes,Human Resources,Life Sciences,608,2,Female,1,Human Resources,3,Divorced,2741,Yes,2,7
29,No,Research & Development,Technical Degree,611,4,Male,2,Manufacturing Director,4,Divorced,4262,No,4,3
33,No,Research & Development,Medical,612,1,Female,4,Research Director,3,Divorced,16184,No,3,6
31,No,Sales,Life Sciences,613,3,Male,3,Manager,4,Divorced,11557,No,2,5
18,Yes,Sales,Marketing,614,2,Male,1,Sales Representative,2,Single,1878,Yes,3,0
40,No,Sales,Other,615,3,Male,3,Sales Executive,1,Divorced,10932,No,3,1
41,No,Research & Development,Other,616,1,Female,2,Healthcare Representative,3,Single,6811,Yes,3,8
26,No,Sales,Medical,618,1,Male,2,Sales Executive,3,Divorced,4306,No,3,0
35,No,Sales,Medical,620,1,Female,2,Sales Executive,3,Single,4859,No,3,5
34,No,Sales,Life Sciences,621,4,Male,2,Sales Executive,4,Single,5337,No,3,10
26,Yes,Research & Development,Technical Degree,622,3,Male,1,Laboratory Technician,4,Single,2340,Yes,1,1
37,No,Research & Development,Technical Degree,623,2,Female,3,Manufacturing Director,4,Single,7491,No,4,6
46,No,Research & Development,Medical,624,1,Female,3,Healthcare Representative,3,Married,10527,No,2,2
41,No,Sales,Life Sciences,625,2,Female,4,Manager,1,Married,16595,No,3,18
37,No,Sales,Medical,626,1,Male,3,Sales Executive,2,Divorced,8834,No,3,9
52,No,Research & Development,Technical Degree,630,4,Male,2,Research Scientist,1,Divorced,5577,Yes,3,10
32,Yes,Sales,Other,631,4,Male,2,Sales Executive,3,Married,4707,No,3,4
24,No,Sales,Medical,632,4,Male,1,Sales Representative,4,Married,2400,No,3,2
38,No,Research & Development,Medical,634,3,Female,2,Healthcare Representative,3,Married,9824,No,3,1
37,No,Research & Development,Life Sciences,635,2,Female,2,Manufacturing Director,2,Married,6447,No,2,6
49,No,Research & Development,Life Sciences,638,4,Male,5,Research Director,3,Divorced,19502,Yes,3,31
24,No,Research & Development,Medical,639,2,Male,1,Research Scientist,4,Married,2725,Yes,3,6
26,No,Sales,Marketing,641,1,Male,2,Sales Executive,2,Married,6272,No,4,5
24,No,Research & Development,Other,643,4,Male,1,Laboratory Technician,2,Married,2127,No,3,1
50,No,Human Resources,Medical,644,1,Male,5,Manager,2,Married,18200,No,3,32
25,No,Sales,Medical,645,2,Male,1,Sales Representative,3,Married,2096,No,3,7
24,Yes,Research & Development,Life Sciences,647,1,Female,1,Laboratory Technician,3,Married,2886,Yes,3,6
30,Yes,Sales,Life Sciences,648,2,Male,1,Sales Representative,1,Married,2033,No,4,1
34,No,Research & Development,Life Sciences,649,2,Male,1,Research Scientist,4,Married,3622,Yes,3,6
31,Yes,Sales,Medical,650,2,Male,2,Sales Executive,1,Divorced,4233,No,1,3
35,No,Research & Development,Other,652,1,Male,2,Laboratory Technician,4,Single,3681,No,3,3
31,No,Sales,Medical,653,1,Male,2,Sales Executive,4,Divorced,5460,No,4,7
27,No,Research & Development,Medical,655,1,Female,1,Research Scientist,3,Divorced,2187,No,2,5
37,No,Sales,Marketing,656,4,Male,2,Sales Executive,3,Married,9602,Yes,2,3
20,No,Research & Development,Life Sciences,657,4,Female,1,Research Scientist,2,Single,2836,No,4,1
42,No,Research & Development,Life Sciences,659,3,Female,2,Healthcare Representative,4,Married,4089,No,3,10
43,No,Research & Development,Other,661,2,Male,4,Research Director,4,Divorced,16627,Yes,2,1
38,No,Research & Development,Life Sciences,662,3,Female,1,Research Scientist,1,Single,2619,No,2,0
43,No,Research & Development,Medical,663,4,Male,2,Laboratory Technician,3,Divorced,5679,Yes,3,8
48,No,Research & Development,Life Sciences,664,4,Female,4,Manager,1,Married,15402,No,1,3
44,No,Human Resources,Life Sciences,665,1,Female,2,Human Resources,3,Single,5985,No,4,2
34,No,Sales,Technical Degree,666,3,Female,1,Sales Representative,3,Divorced,2579,Yes,3,8
27,Yes,Sales,Marketing,667,3,Male,1,Sales Representative,1,Divorced,3041,No,3,4
21,No,Sales,Technical Degree,669,3,Male,1,Sales Representative,3,Single,3447,No,3,3
44,No,Research & Development,Other,671,4,Male,5,Manager,4,Married,19513,Yes,4,2
22,No,Research & Development,Medical,675,1,Male,1,Research Scientist,3,Married,2773,No,3,2
33,No,Sales,Marketing,677,3,Male,2,Sales Executive,3,Divorced,7104,No,3,5
32,No,Research & Development,Life Sciences,679,1,Female,2,Research Scientist,4,Married,6322,Yes,2,6
30,No,Research & Development,Medical,680,3,Female,1,Research Scientist,3,Divorced,2083,No,3,1
53,No,Sales,Medical,682,4,Female,2,Sales Executive,1,Single,8381,No,4,14
34,No,Research & Development,Life Sciences,683,2,Male,1,Research Scientist,4,Married,2691,No,2,10
45,Yes,Sales,Life Sciences,684,1,Female,2,Sales Executive,1,Married,4286,No,3,1
26,No,Research & Development,Life Sciences,686,3,Female,1,Laboratory Technician,4,Married,2659,Yes,3,3
37,No,Research & Development,Other,689,3,Male,3,Manufacturing Director,3,Married,9434,No,3,10
29,No,Sales,Medical,690,2,Female,2,Sales Executive,3,Married,5561,No,2,6
35,No,Research & Development,Life Sciences,691,2,Male,2,Research Scientist,4,Single,6646,No,3,17
33,No,Research & Development,Life Sciences,692,3,Male,2,Healthcare Representative,4,Divorced,7725,No,1,13
54,No,Human Resources,Medical,698,3,Male,3,Human Resources,2,Married,10725,No,4,9
36,No,Research & Development,Medical,699,2,Male,2,Manufacturing Director,2,Divorced,8847,Yes,3,3
27,No,Research & Development,Medical,700,1,Male,1,Research Scientist,4,Single,2045,No,3,4
20,Yes,Research & Development,Medical,701,4,Male,1,Research Scientist,3,Single,1009,Yes,3,1
33,Yes,Research & Development,Life Sciences,702,1,Male,1,Research Scientist,1,Single,3348,Yes,3,10
35,No,Research & Development,Life Sciences,704,3,Male,1,Laboratory Technician,3,Married,1281,No,3,1
23,No,Research & Development,Medical,705,1,Male,1,Research Scientist,1,Married,2819,No,4,3
25,No,Sales,Life Sciences,707,4,Male,2,Sales Executive,2,Married,4851,No,3,3
38,No,Sales,Marketing,709,4,Female,2,Sales Executive,4,Single,4028,No,3,7
29,No,Research & Development,Life Sciences,710,2,Male,1,Research Scientist,4,Divorced,2720,No,3,10
48,No,Sales,Marketing,712,2,Male,2,Sales Executive,2,Married,8120,No,3,2
27,No,Sales,Medical,714,4,Female,2,Sales Executive,4,Divorced,4647,Yes,3,6
37,No,Research & Development,Life Sciences,715,4,Male,1,Research Scientist,4,Single,4680,No,3,1
50,No,Research & Development,Medical,716,4,Male,1,Laboratory Technician,3,Married,3221,Yes,3,20
34,No,Research & Development,Medical,717,4,Female,3,Healthcare Representative,2,Single,8621,No,4,8
24,Yes,Sales,Life Sciences,720,1,Female,2,Sales Executive,3,Single,4577,No,3,2
39,No,Research & Development,Technical Degree,721,4,Female,2,Healthcare Representative,3,Single,4553,No,3,20
32,No,Sales,Marketing,722,4,Male,2,Sales Executive,4,Single,5396,No,2,10
50,Yes,Sales,Technical Degree,723,2,Male,2,Sales Executive,3,Married,6796,Yes,3,4
38,No,Research & Development,Life Sciences,724,2,Female,2,Healthcare Representative,4,Single,7625,No,2,9
27,No,Research & Development,Life Sciences,725,3,Female,3,Manufacturing Director,1,Married,7412,No,3,9
32,No,Research & Development,Life Sciences,727,3,Female,3,Research Director,4,Single,11159,No,3,7
47,No,Sales,Marketing,728,4,Male,2,Sales Executive,1,Single,4960,No,3,7
40,No,Sales,Life Sciences,729,4,Male,3,Sales Executive,1,Married,10475,Yes,3,18
53,No,Research & Development,Life Sciences,730,3,Male,4,Research Director,3,Married,14814,No,3,5
41,No,Human Resources,Human Resources,731,2,Male,5,Manager,4,Divorced,19141,No,2,21
60,No,Sales,Marketing,732,1,Male,2,Sales Executive,1,Single,5405,No,3,2
27,No,Research & Development,Life Sciences,733,4,Male,3,Manufacturing Director,1,Divorced,8793,No,2,9
41,No,Human Resources,Human Resources,734,4,Male,5,Manager,3,Married,19189,No,3,22
50,No,Sales,Marketing,738,4,Male,1,Sales Representative,2,Married,3875,No,3,2
28,Yes,Research & Development,Life Sciences,741,1,Female,1,Research Scientist,2,Single,2216,Yes,3,7
36,No,Research & Development,Life Sciences,742,1,Female,3,Research Director,1,Married,11713,No,3,8
38,No,Research & Development,Life Sciences,743,3,Female,3,Manufacturing Director,3,Single,7861,Yes,4,1
44,No,Research & Development,Medical,744,1,Male,1,Laboratory Technician,3,Single,3708,No,3,5
47,No,Sales,Medical,746,4,Female,4,Sales Executive,3,Divorced,13770,Yes,2,22
30,No,Sales,Marketing,747,3,Male,2,Sales Executive,4,Divorced,5304,No,2,8
29,No,Sales,Life Sciences,749,3,Male,1,Sales Representative,3,Single,2642,No,3,1
42,Yes,Research & Development,Medical,752,3,Male,1,Research Scientist,3,Divorced,2759,Yes,3,2
43,No,Sales,Life Sciences,754,4,Male,2,Sales Executive,4,Married,6804,No,3,2
34,No,Research & Development,Medical,757,2,Female,2,Healthcare Representative,3,Single,6142,No,3,5
23,No,Research & Development,Medical,758,2,Male,1,Laboratory Technician,1,Married,2500,No,4,4
39,No,Human Resources,Human Resources,760,3,Female,2,Human Resources,2,Married,6389,No,1,8
56,No,Research & Development,Medical,762,3,Male,4,Healthcare Representative,4,Married,11103,No,2,10
40,No,Research & Development,Medical,763,4,Female,1,Research Scientist,4,Single,2342,Yes,2,4
27,No,Research & Development,Medical,764,4,Female,2,Healthcare Representative,1,Single,6811,No,1,7
29,No,Sales,Marketing,766,4,Male,1,Sales Representative,2,Divorced,2297,No,3,2
53,No,Research & Development,Life Sciences,769,4,Male,2,Laboratory Technician,4,Single,2450,No,3,2
35,No,Research & Development,Life Sciences,771,4,Female,2,Healthcare Representative,1,Divorced,5093,No,4,1
32,No,Research & Development,Life Sciences,772,1,Male,2,Laboratory Technician,4,Married,5309,No,3,10
38,No,Research & Development,Medical,773,4,Male,1,Research Scientist,3,Married,3057,Yes,1,1
34,No,Research & Development,Life Sciences,775,2,Female,2,Manufacturing Director,1,Divorced,5121,No,3,0
52,No,Sales,Marketing,776,3,Male,4,Manager,1,Married,16856,No,4,34
33,Yes,Research & Development,Other,780,4,Male,1,Research Scientist,4,Single,2686,Yes,2,10
25,No,Sales,Medical,781,3,Female,2,Sales Executive,4,Single,6180,No,2,6
45,No,Sales,Technical Degree,783,2,Male,2,Sales Representative,3,Single,6632,No,3,8
23,No,Research & Development,Medical,784,1,Male,1,Research Scientist,3,Single,3505,No,3,2
47,Yes,Sales,Life Sciences,785,2,Female,2,Sales Executive,3,Single,6397,Yes,3,5
34,No,Sales,Other,786,4,Male,2,Sales Executive,4,Single,6274,No,3,6
55,Yes,Research & Development,Medical,787,4,Male,5,Manager,1,Married,19859,Yes,3,5
36,No,Sales,Life Sciences,789,1,Male,3,Sales Executive,1,Single,7587,No,3,10
52,No,Research & Development,Medical,791,4,Male,1,Research Scientist,4,Married,4258,No,3,4
26,No,Research & Development,Life Sciences,792,1,Female,1,Laboratory Technician,4,Divorced,4364,No,3,2
29,No,Research & Development,Medical,793,2,Female,2,Healthcare Representative,3,Married,4335,No,2,8
26,Yes,Sales,Technical Degree,796,4,Male,2,Sales Executive,1,Single,5326,No,2,4
34,No,Research & Development,Life Sciences,797,2,Female,1,Research Scientist,4,Single,3280,No,3,4
54,No,Research & Development,Medical,799,4,Female,2,Manufacturing Director,1,Divorced,5485,Yes,3,5
27,No,Sales,Marketing,800,3,Male,2,Sales Executive,4,Married,4342,No,3,4
37,No,Research & Development,Life Sciences,802,4,Female,1,Research Scientist,1,Divorced,2782,Yes,2,5
38,No,Research & Development,Life Sciences,803,1,Female,2,Manufacturing Director,1,Single,5980,Yes,3,15
34,No,Research & Development,Medical,804,3,Female,1,Research Scientist,1,Single,4381,No,3,6
35,No,Sales,Life Sciences,805,1,Female,1,Sales Representative,4,Married,2572,No,2,3
30,No,Research & Development,Life Sciences,806,4,Male,1,Laboratory Technician,3,Married,3833,No,3,2
40,No,Research & Development,Medical,807,3,Female,2,Healthcare Representative,2,Married,4244,No,3,8
34,No,Sales,Life Sciences,808,3,Female,2,Sales Executive,1,Married,6500,No,3,3
42,No,Research & Development,Life Sciences,809,2,Male,5,Manager,4,Divorced,18430,No,2,24
23,Yes,Research & Development,Life Sciences,811,3,Male,1,Laboratory Technician,1,Married,1601,Yes,3,0
24,No,Research & Development,Life Sciences,812,3,Male,1,Laboratory Technician,2,Divorced,2694,No,3,1
52,No,Research & Development,Life Sciences,813,4,Female,2,Laboratory Technician,3,Married,3149,No,3,5
50,No,Research & Development,Medical,815,3,Male,4,Research Director,3,Married,17639,No,3,4
29,Yes,Research & Development,Life Sciences,816,2,Female,1,Laboratory Technician,1,Married,2319,Yes,3,1
33,No,Research & Development,Medical,817,3,Male,3,Research Director,3,Married,11691,No,4,13
33,Yes,Sales,Marketing,819,1,Female,2,Sales Executive,1,Single,5324,No,3,3
47,No,Research & Development,Other,820,3,Female,4,Manager,4,Married,16752,Yes,2,26
